station_complex_id,mean,std
1,289.94044283064295,344.19180613869725
2,190.7142122542621,216.07684790439257
3,252.38242148923564,290.3546137423695
4,221.8815253902391,252.7052551284507
5,122.30880139428028,125.4811126385515
6,57.57705891796436,69.44976052717412
8,273.3853699891002,364.0417277484979
9,553.464613679544,628.8518189803654
10,365.3857703125619,435.5502517093429
13,188.6068577359093,219.8649692971499
14,322.7528905190974,400.96746257152245
16,273.2319822496929,294.6086792716879
17,228.95933196836484,287.70810524244365
20,88.19507504494335,128.47925694705611
22,93.53375189617394,118.4720041838821
26,367.6575137686861,384.80753019279996
28,134.87860760511296,140.59062664115075
30,109.06174464520761,125.37755098881964
31,74.91068022886205,72.71538493761788
32,298.99101584049174,282.8984210755289
33,158.07942981587806,160.40897687336005
34,188.8670723515233,178.43611539866546
35,252.4064322875611,250.44169478012776
36,153.09370436475743,166.68751963289822
37,104.99472608340147,123.3555678219054
38,229.59443642776975,232.5896556381643
39,106.57261044176707,125.46800964167844
41,176.35444755014797,204.3612863429066
42,198.97653600441674,200.69583090175627
43,127.83719253264962,117.64971144545603
44,309.2017283069727,324.01960748331396
45,71.4660586003713,78.31615945660911
46,124.00048239266764,134.56301581748906
47,203.18379264829406,225.46503591224877
48,59.272359569111394,63.782558590781534
49,117.33812630900596,112.34808595035811
50,115.95717127430683,118.43869784318234
51,384.630900098912,407.1728726064103
52,143.73778787154356,148.74041540857945
53,84.02224285483611,106.53268465560626
54,252.87004509850462,281.8025177708013
55,235.9782660426747,213.90542285926216
56,68.61007130124777,59.92868181594014
57,55.88862176165803,59.7739162437817
58,290.08312005354964,248.70515498506077
59,116.18700286350621,125.96319128343775
60,87.56069295101553,86.8408162836592
61,73.47043545310662,68.41462553210047
62,43.95660645423178,41.557943915164316
64,100.93638330261999,129.99710575691827
65,121.23375944685641,154.04601044565766
66,120.95387182645318,140.66864770037233
67,99.93307732309292,118.58560656850936
68,153.50804980569436,167.08607835140302
69,87.41908464251362,112.06271658350067
70,54.94951717393962,63.33937346245228
71,219.5843618122462,213.30980821765726
72,124.57540158235435,156.8073695256416
74,106.41014399485158,109.02931240830794
75,79.95198113987922,97.92450690197973
76,145.23196616661346,168.86961782815908
77,108.47266306935407,126.60132281964475
78,79.39437362994235,88.22959434659046
79,55.23540712884238,56.12887938725547
80,47.503746468492814,43.604812983268296
81,45.60787735261124,46.495835155666455
82,54.023371870581386,61.91028291142717
83,92.05125615962517,92.16041376408185
84,77.2815313455026,89.95118327149129
85,73.52095709570958,82.28610394534495
86,31.184223918575064,35.12653463288431
87,87.00043756712678,92.5779110991704
88,57.15729978030757,59.5572981635235
89,53.963458361871,58.31796331452661
90,54.675823955788715,58.499418887790185
91,44.50265183235634,35.813129979077196
93,62.341260024737664,55.947061276085364
94,116.1145318232573,116.17544182285616
95,134.77456647398844,132.2758774564482
96,105.85838023390413,104.198721318412
97,215.78615427413266,213.89562533656263
98,162.60705359622327,147.76836011624061
99,91.49187267862135,85.71800329096322
100,61.97910316059682,58.631036971554735
101,253.56213041235068,243.506516623418
103,73.54574825001035,67.69235953147651
107,104.84443708335058,171.69054864735335
108,77.87125748502994,86.52099885356454
109,120.20291258219372,153.49376699909607
110,88.54874046114712,112.45394368936856
111,60.829647930821494,70.53866625165792
113,86.35273275230105,90.2013839048861
114,80.92363488182559,95.8995827750892
118,132.9414998194439,126.79270723098881
119,454.4879487078007,412.34219422386826
120,594.9982216250395,577.0536816146679
122,180.73454339194555,188.84280110763376
123,135.92696424964655,126.80259506615428
124,144.02413988964622,126.23627600845589
125,148.42861193243954,129.37698192578532
126,162.02173825368018,128.41416809495593
127,245.51319155740327,235.89372894390095
129,156.37546883728353,153.70757479145792
130,91.331216631613,89.08646019322283
131,50.55405460890987,45.62512050812331
133,35.50623033354311,35.63043140666703
134,61.05814427941897,59.224366009372496
135,56.628613849135974,57.301974825358585
136,81.52319829947267,82.36580908243097
137,61.31532122504203,62.7689182622561
138,130.56340398253136,161.25986613899155
141,32.85483144226437,33.03799936499275
143,176.6098347440548,185.13712392053142
144,133.39640787472771,133.95850521655595
145,76.00464765732949,97.99826878678454
146,212.35886656695905,233.61242020540524
147,230.37069034798682,232.8274888350276
149,82.46502139122168,78.7679305557956
150,51.09498171883161,51.128557953581634
151,428.8005991092192,384.91584397947116
152,97.43995555202794,106.1615199204158
153,530.9364966949953,462.9672106182469
154,132.9494828957836,133.43235365025757
155,145.91394931151467,148.15217081446954
156,88.8960641340692,89.0307231116429
157,183.93071772679022,210.27976393773028
158,195.08146010324785,228.1896957936996
159,238.5562120598948,326.4005978147299
160,171.40230829260278,196.80662830297615
162,349.70007942811753,352.0564495014449
164,1280.8464053574946,1334.8503328282275
165,362.82216229079086,403.42953400751367
167,731.4282615554504,702.3962275254844
168,225.84136239343735,294.4585409783774
169,295.8013913734844,406.04247306417506
173,185.21465207382576,207.59291709876115
175,218.30943709920038,213.53256365081558
176,100.93481142306302,94.35547990106879
177,119.53772488680531,146.57658808468662
179,323.23534533940233,315.9581455512864
180,119.34977096195976,120.841797849915
181,279.39511522552687,272.1478352954498
182,106.7134500612624,102.2698388637777
183,103.8082283728827,104.44304279932355
185,49.42770125009953,48.50274868900308
186,54.68156402426934,57.52029442092105
187,58.043955173642736,64.88538592212545
188,195.9485907731066,201.3547325831798
189,107.82765196662693,122.36275309568701
190,82.78588759397,105.68479282697895
191,55.212459738247645,73.7536611906977
192,147.25179317411525,157.11753262882715
193,36.06736694098672,48.15729726156776
194,47.69289195775792,70.80435631363389
195,138.51781746031747,185.45446723932804
196,26.489782748978275,24.564022271014785
197,15.865978954345845,20.1060611566823
198,46.54276171921594,37.50567976060435
199,6.5664160401002505,7.551855691566948
200,19.160349854227405,27.69748429637661
201,10.270173715000224,12.268192608732951
202,7.451505733576251,13.349698019256536
203,16.2503606611434,16.232311457626405
204,47.78791297340854,45.489575571907
205,38.81409818955481,37.64626184976641
206,14.663596364982112,14.844655594898253
207,19.807341352136042,20.321030949084722
208,34.18005879470848,37.19052883580685
209,88.34034638614456,78.3959945386496
210,166.91166633084828,177.74897855762194
211,134.45879153836927,147.86217040961503
212,143.2155950423168,155.70972718703155
213,214.6455289072427,193.69206590219932
214,97.71333603567085,92.2952368586009
215,174.79019639150567,187.6891601568276
216,100.65303318110172,89.95208945126176
217,128.82271468144043,129.423884807749
218,176.7451509054326,163.72968084099057
220,69.05612305735522,62.97161194579551
221,201.31930546216824,195.5934599320514
222,156.81245978120978,158.56713416557605
223,374.01080313843,416.89830840635943
224,248.51442038827196,316.94433207592044
225,855.4463189576651,1455.952864376643
228,442.69237542525514,535.2840237995412
231,457.63607645553424,462.4571383684347
232,314.99480756272544,277.6398857309872
234,260.6086235489221,243.19128199347304
235,220.42858922195467,257.6690097935551
236,205.6541034165098,218.20067011262688
237,204.4932836120133,243.96893686193138
238,87.79340109712811,84.49351764387667
240,214.39218414566272,250.0753120055777
241,110.32228927700731,137.18117328164453
242,105.82971822420434,146.15606076153566
243,198.72910844321984,206.75010814109905
244,87.88214450069029,92.85081543834325
245,78.6467453195463,80.96661488224571
246,43.262064022933586,43.130539873398824
247,29.87568674458096,30.282310182512074
248,63.8786138234731,72.78752205717001
249,54.9602905112243,63.99407285368197
250,74.95991884580704,83.56142265508117
251,41.72542569659443,43.78150476471445
252,56.25957706194026,60.421258284299576
253,33.92509637437173,34.65740417020352
254,381.6842707265126,496.103238218755
255,152.2313379724814,146.97156822439064
256,142.78918727079144,134.4650434049977
257,89.21819047997141,88.06729457203818
258,94.17684503680127,110.88420192042682
259,438.4056915689207,490.6802766891963
260,59.69347117744076,71.94015206780323
261,471.1820653244553,499.92120268287016
262,146.98000635980603,191.67068525408192
263,281.76526453246805,296.4343474374879
264,388.68031104444617,381.8705277732338
265,353.282259976294,409.8585518678419
266,246.1530583892351,278.7937342285711
268,69.9130541770906,74.4168105196643
269,130.31151331526073,137.69080042524982
270,154.89304749025536,173.64664010138435
271,256.71604938271605,239.3811906824533
272,71.66935878609887,89.02312175673633
273,235.00988762260255,277.93358190152765
276,351.83658907983465,686.0765976945546
277,256.4482977793668,349.3629606979333
278,580.0096168943319,611.4074206125823
279,456.9125162407969,404.58791917908314
280,99.57915735716566,102.16816410704658
282,38.79599431343034,42.440367164452326
283,205.85428988090416,202.46861925166922
284,186.74329702134503,182.92161073402892
286,104.82102031748596,89.28843905594779
287,63.85615412636095,63.75098305020435
288,117.17807833192448,120.99251048244777
289,169.29105215293978,181.08730830498934
290,110.62586151626863,116.41822947561424
291,100.16653097777416,108.69401883349357
292,122.3229967948718,124.71004360416944
293,142.40934466019417,161.76435883471393
294,87.4491151338436,95.74794522489158
295,183.9253551164943,181.8369602197564
296,105.34462635759442,98.71696532027715
297,38.266222621771824,41.949479608536784
298,130.8157313300928,114.15840732800807
299,148.2900389041984,131.54831707047944
300,143.53468583644212,150.7368031284405
301,224.669328210362,209.06558077911654
303,217.0946050646332,194.32118149395373
304,196.5464118723318,167.06734861777946
305,246.22334504401374,226.9759686242755
306,157.33874497632405,146.66888181857902
307,242.44114686103168,335.7683160192017
308,237.83556497062233,231.3483097657317
309,234.98656651166488,220.61118487301664
310,661.3150960514378,636.8818767491102
311,335.37322016420103,331.89160209104836
312,282.6980426479949,291.38376733522625
313,709.2380595247494,685.5508270700216
314,343.14094093297246,417.84148909351495
316,379.0652570612504,494.5162064087743
318,1209.8387020556038,1319.6768345156856
319,218.79318326947637,260.27006852915173
320,244.62302347867754,248.92704834329228
321,130.69161881048953,152.75231374697387
323,203.06218736243946,188.36406638410568
324,208.15813306852036,285.02365789421174
325,87.79396235540688,124.12436176682243
326,90.47663820003285,115.50325323197794
327,278.999007424465,395.6283242428294
328,190.64127960381805,255.60589443822113
329,123.88544375812744,148.43203935767355
333,287.41521432883883,476.58871687175787
334,104.81352970544184,111.20729466277155
336,139.1267054169694,148.52110326601817
337,171.25542187747348,170.82825148959859
339,70.88275527135862,83.99925012915789
340,128.74348544041243,149.52504490903658
341,83.01654501216545,93.21011882871728
343,74.11909585667183,67.73559064167523
344,89.60894803348602,87.58708415761934
345,488.0174169451543,502.08438120559504
346,129.32745641838352,130.59375306643912
347,101.7438178047224,112.6933712391906
348,91.32511690576207,90.15254397404489
349,46.825353470437015,43.54234901031856
350,86.93846276638199,81.76315061934233
351,52.21673399192097,57.81509330563075
352,107.30436682957841,103.55270532987814
353,68.86566983228936,77.21858460172496
354,111.69616507377934,116.26742153885854
355,146.86560082927997,154.26405138448592
